PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Temp,RH,WS,WD,BP
35,58.67,0.87,35.13,19.37,12.57,2.9,0.7,30.97,0.23,0.53,23.87,83,0.8,104.33,712
39,57,0.65,36.5,19.95,12.65,3.95,0.56,33.5,0.1,0.3,27.15,82.5,0.9,60,712
37,49.5,0.35,36.3,19.6,12.9,2.25,0.48,31.71,0.2,0.3,27.3,84,1.15,69,711
36.5,52.75,0.82,34.85,19.25,13.5,2.1,0.46,32.59,0.2,0.38,27.12,84.75,1.25,74,711
41,58,0.3,35,18.8,13.6,1.7,0.41,36.1,0.2,0.4,27.1,86,1.4,84,711
43,61.33,0.55,21.9,12.1,13.15,1.3,0.38,33.36,0.17,0.37,23.07,85.67,1.13,73.33,711
45.67,61.67,1.37,25.57,14.67,14.07,1.2,0.43,31.71,0.2,0.43,22.77,84,0.93,81,712
51,65,0.8,29.1,16.1,13.9,1.3,0.49,30.26,0.2,0.4,23.8,84,1,77,712
39.67,60.33,None,32.23,17.13,12.63,2,0.6,29.74,0.2,0.5,22.13,80.67,1.17,95,713
33,61,0.3,41.3,22.2,11.9,2.7,0.7,41.51,0.3,0.6,26.6,69,1.2,121,713
29,51.33,0.97,45.37,24.93,12.3,2.75,0.7,42.06,0.2,0.43,26.93,67.67,1.57,83.67,712.67
29,54,1,44.75,24.65,12.2,2.45,0.59,43.27,0.2,0.5,26.8,66.5,1.3,102,712
32.67,90.33,0.9,44.27,24.27,12.37,1,0.59,42.02,0.2,0.5,26.73,62,1.33,100.33,711.33
32.33,70,0.8,35.47,19.5,13.07,0.6,0.58,48.24,0.2,0.4,22.87,61.33,1.6,78.67,710.67
26.5,63.75,0.7,30.02,16.57,12.4,1.93,0.51,46.45,0.18,0.38,22.02,60.75,1.9,73,710
19,51,1,30.15,16.8,12,2.55,0.5,42.45,0.2,0.4,22,61,1.4,82.5,710
27,57,0.55,32.4,17.7,12.15,1.3,0.46,41.05,0.2,0.4,22.3,62.5,1.45,78,710
21,62,0.8,40.05,21.95,12.05,1.15,0.49,42.61,0.2,0.4,26.1,66.5,1.45,75.5,711
32,68,1,44.15,24.3,12.75,1.85,0.7,44.17,0.2,0.35,26.95,69,1.55,70,711.5
36,89.25,0.43,53.48,28.7,13.77,2.6,0.95,40.96,0.17,0.3,26.9,71.5,1.27,68.75,712.25
39,90,0.85,44.5,24.4,13.55,1.7,0.71,43.3,0.2,0.45,26.95,74,1.45,83,713
48.67,85.33,0.7,34.3,18.8,16.33,1.27,0.75,47.72,0.17,0.43,25.07,75.67,0.87,86.67,713.33
44.5,88,1.05,27.45,15.45,15.35,1.7,0.51,43.91,0.25,0.55,23.65,77.5,0.75,102.5,713.5
41.67,80.33,0.83,24.1,13.47,15.3,1.3,0.42,43.29,0.17,0.37,23.9,78.33,0.8,77.33,713
43,85,0.8,22.75,12.7,15.7,2.5,0.43,49.3,0.2,0.4,24.7,80.5,0.95,81,712.5
35.5,64,0.75,24.52,13.68,13.72,2.55,0.32,40.95,0.2,0.35,26.9,81.5,1.03,71.5,711.75
36,67.5,0.5,23.6,12.95,13.55,1.6,0.3,26.4,0.15,0.3,27.05,83,1.1,63,711
34.5,67.5,0.65,22.65,12.58,13.75,1.38,0.29,25.43,0.18,0.45,27.1,83.75,1.05,92.75,711
31.75,63.25,0.53,23.97,13.17,13.6,0.97,0.32,25.27,0.22,0.5,27.05,84,1.25,98.75,711
28,55,1.7,13.7,8.7,15.9,1.47,0.33,25.67,0.2,0.5,26.23,85,1.2,103.33,711
28.5,57.25,1.1,19.33,11.15,16.62,2.3,0.38,25.23,0.2,0.43,25.1,85,1.05,86.5,711.5
33,58,0.8,22.57,12.63,14.73,2.33,0.46,26.38,0.2,0.47,24.6,84,1.23,86.33,712
31.33,54,0.57,22.97,12.7,13.9,1.45,0.41,28.07,0.2,0.43,23.93,76.67,1.83,84.67,713
25.5,58.75,0.88,31.67,17.53,12.22,0.83,0.52,30.5,0.22,0.45,25.62,68.5,1.9,90.5,713
24.67,65,0.7,37.8,20.7,11.97,3,0.55,36.26,0.2,0.47,26.7,65,2.13,93.67,713
24.67,72.67,1.17,42.17,23.37,12.43,2.83,0.56,34.89,0.2,0.4,26.73,65.33,1.77,82,713
24,72,1.37,43.5,24.23,12.9,2.93,0.6,36.52,0.23,0.53,27.57,64.33,1.47,104.67,712.33
26.33,70,0.97,30.9,17.2,13.87,2.13,0.48,36.29,0.2,0.43,24.97,60,2.07,81,711.33
24.25,67.25,0.55,21.82,12.07,13.22,1.3,0.42,36.07,0.2,0.4,23.27,63.75,1.75,78.75,710.5
28,71,0.6,25.1,13.85,13.25,1.05,0.47,36.34,0.2,0.4,23.15,64,1.55,74,710
33,65,0.55,26.55,14.6,12.95,1.35,0.43,33.92,0.2,0.4,22.85,62.5,1.75,77,710
33,73,0.95,28.8,16.1,13.8,1.75,0.44,30.33,0.2,0.3,25.2,64,1.55,69.5,710
38,93,1.2,52.25,28.75,13.6,2.8,0.82,35.79,0.15,0.35,26.9,66.5,1.25,65,710
50.5,96,1.15,62.05,33.9,14.75,4.15,1.06,28.66,0.15,0.35,26.92,71.25,1.33,70.25,711.5
49,90,0.87,48.2,26.3,14.4,2.17,0.71,30.07,0.2,0.4,26.87,73,1.53,79,712.33
43,78,0.7,35.8,19.6,15.55,1.45,0.63,29.51,0.2,0.3,27.3,75.5,1.35,67,713
52.5,90.5,0.95,27.7,15.5,16.6,1.5,0.62,27.67,0.15,0.3,24.2,78.5,1.15,67.5,713
56.67,90,1.17,23.4,13.4,16.37,1.2,0.49,28.87,0.17,0.33,23.9,80.33,1.27,71.67,713
56,77.67,1.1,18.6,10.77,16.7,1.15,0.45,29.95,0.2,0.43,24.27,82.33,1.23,81.67,712.67
50,64,1.15,20.15,11.6,15.9,1.75,0.43,29.87,0.25,0.55,26.05,83.5,1.15,99,712
46.67,62,0.85,25.57,14.07,14.8,2.2,0.44,28.36,0.23,0.5,27.2,84,0.8,99,711.33
44,60,0.7,25.5,14.13,14.8,1.73,0.43,26.58,0.2,0.47,27.13,84,0.87,89.67,711
34,50,0.8,23.93,13.37,14.47,2,0.42,30.02,0.2,0.47,27,85,0.87,91,711
41,50.33,0.3,18.15,9.9,19.75,2.4,0.45,27.13,0.2,0.43,27.2,85,1.07,87.67,711
49.25,63.75,1.33,20.45,11.97,18.95,3.1,0.53,29.29,0.2,0.4,25.25,85,0.93,82,711.5
62,90,0.95,24.95,14.05,16.4,3.1,0.72,29.38,0.2,0.5,24.7,84.5,1.35,98,712
59.67,94.67,0.53,26.7,14.6,14.97,2.27,0.67,29.84,0.2,0.43,23.53,77,1.43,78.67,712.67
43,74,1.25,25.05,14.3,14,1.45,0.59,28.69,0.2,0.45,24.05,69,1.85,92,713
37.67,70.67,1.2,39.03,21.7,12.6,1.07,0.68,None,0.23,0.47,26.87,64.33,1.73,94.33,713
35,78,1.1,36.97,20.57,12.73,0.73,0.59,None,0.2,0.4,26.93,55.33,2.17,82.33,712.33
24.25,57.5,0.65,34.62,18.9,12.3,2.5,0.48,None,0.2,0.42,26.95,48.5,2.23,87.25,711.5
21.5,61.75,0.85,28.7,15.93,12.68,2.72,0.46,None,0.2,0.45,25.4,49.5,1.82,91,710.5
29,52,0.57,23.83,13.2,12.03,1.15,0.43,None,0.2,0.4,21.83,47.67,2.13,81.33,710
23.25,39,0.68,16.17,9.15,10.62,0.45,0.24,None,0.2,0.5,21.05,47.75,2.17,90,761.5
26,41,0.3,19.1,10.4,11.5,1,0.33,None,0.2,0.4,22.9,50,1.7,75,710
27,51,0.7,35.75,19.6,14.15,1.85,0.67,None,0.2,0.45,27,56,1.3,81,710
28,61,None,50.75,26.9,12.4,2.05,0.87,None,0.15,0.35,26.85,61.5,1.05,68.5,711
41.67,85.67,0.67,58.37,31.57,14,1.93,1.14,None,0.2,0.37,26.8,63.67,1.2,72.67,711.67
48.67,91,0.57,55.87,30.17,14.9,2.6,1.05,28.15,0.2,0.37,26.77,68.67,1.47,73.67,712.33
47,85,0.53,43.45,23.55,15.8,2.45,0.93,27.74,0.2,0.33,26.7,74.5,1.63,71.5,713
41.5,75,0.55,24.35,13.45,16,2.1,0.71,26.66,0.2,0.35,24.85,78,1.55,73,713
39,68,0.7,21.63,12.07,14.7,2.23,0.6,27.97,0.17,0.37,23.77,80.67,1.53,70.67,713
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
40,49,0.7,16.7,9.5,14.4,0.8,0.46,26.26,0.2,0.4,23.5,84,1.7,78,712
42.67,53.67,0.83,23,12.87,14.9,1.55,0.55,28.41,0.2,0.37,27.03,85,1.33,75.33,711.33
46,61,1,22.2,12.65,15.05,1.3,0.53,None,0.2,0.4,27.15,85,1.4,75.5,711
50,63.67,0.95,23.5,13.25,15.5,2.55,0.56,30.82,0.27,0.5,26.97,86.33,0.77,101,710
52,80.5,0.75,20.85,11.7,17.4,2.27,0.57,29.43,0.15,0.4,27.15,87,0.8,73,710.75
46,91,0.5,18,10,19.27,3.2,0.54,29.44,0.13,0.33,25.37,87,1.4,62.33,711
49,72,0.63,19.3,10.77,16.07,2.73,0.62,28.61,0.2,0.4,24.27,84.67,1.57,81,711.67
55,78.67,0.93,20.6,11.7,15.23,1.4,0.62,27.17,0.2,0.37,23.73,79,2.2,73,713
51,68.33,0.57,19.03,10.57,15.63,1.3,0.65,28.71,0.2,0.4,25.83,83.33,1.93,80.67,713.67
41.5,60,0.88,22.95,12.95,14.45,3.4,0.67,28.33,0.2,0.45,27.05,81.75,1.67,90,714
36,56.67,1.13,28.27,15.93,14.6,3.67,0.71,29.44,0.2,0.5,26.97,69,1.9,91.67,713.33
34,56,1.05,26.9,15.15,14.2,1.95,0.65,29.07,0.2,0.45,27,62,2,85,712
29,49,0.5,25.8,14.1,14.4,1.7,0.73,26.58,0.2,0.4,27.2,61,1.6,87,711
30.75,56.5,0.95,19.15,10.98,14,1.7,0.6,32.35,0.2,0.43,22.58,62.75,1.95,82.25,710
33.67,53,1.17,18.87,10.97,12.5,2.27,0.47,35.95,0.2,0.47,21.27,60.33,1.9,92,709.67
35.67,51.33,0.87,24.07,13.5,12.43,2.65,0.48,35.13,0.2,0.4,22.5,58,1.57,85,709.67
42.67,59.33,0.73,30.17,16.67,13.33,3.37,0.57,35.49,0.2,0.37,24.43,59,1.17,73.33,710
54,66,1.6,40.8,23,13.8,3.6,0.97,32.69,0.2,0.3,26.9,64,1,70,710
46,84,0.8,47.9,26.15,14.15,3.5,1.09,27.26,0.2,0.4,26.9,63.5,1.45,73.5,711
47.33,84,0.8,40.17,21.97,14.77,2.37,0.97,26.66,0.2,0.33,26.9,70.67,1.13,75.33,711.33
52,77.67,0.77,30.63,16.9,15.97,1.53,0.95,25.32,0.2,0.37,27.07,78.33,1,75,712
52,77,0.83,21.63,12.17,16.53,0.85,0.88,26.69,0.2,0.4,23.83,80.67,1.33,76,712
48,69,0.6,19.23,10.73,15.83,0.47,0.77,26.56,0.2,0.43,24.1,82,1.5,82,711.67
46.33,63.67,0.83,15.97,9.2,15.07,2.07,0.32,27.52,0.2,0.4,22.93,83.33,1.27,76.67,711
51,65,1.1,15.1,8.9,16.4,2.8,0.33,28.54,0.2,0.4,24.3,84,1.5,74,711
49,61,0.3,19.9,10.85,15.1,4.15,0.32,26.91,0.2,0.35,26.9,83,1.4,73.5,710
50,54,0.6,21.4,11.9,15.15,3.85,0.34,25.87,0.15,0.35,27,84.5,1.3,68.5,710
48,58,0.25,20.6,11.15,15.6,2.1,None,26.08,0.2,0.35,27,86,1.15,77,710.5
48.5,64.25,0.5,22.7,12.5,17.95,1.83,0.34,27.48,0.17,0.38,27.05,85.75,1.15,71.5,711
52.33,72,0.8,17.73,10.1,20.17,2.25,0.37,26.24,0.2,0.33,26.33,84.33,1.3,73.33,711.67
56,77,1,21,11.9,16.9,2.3,0.4,27.46,0.2,0.4,23.6,81,1.3,72,713
54.67,76.67,0.83,20.7,11.67,15.53,1.2,0.37,26.45,0.17,0.37,23.43,71.67,1.73,68.67,713
52,76,0.7,20.2,11.3,13,0.2,0.22,24.95,0.2,0.5,23,63,1.9,91,713
35.5,57.5,0.75,27.85,15.45,12.45,2.35,0.34,27.2,0.15,0.4,26.8,58,2.15,76.5,713
33.33,55.33,0.77,25.77,14.3,12.53,3,0.31,41.31,0.2,0.47,26.87,57.33,2.27,91,712
33.67,51.67,0.8,22.03,12.37,13.27,3.15,0.3,42.94,0.2,0.5,26.93,55.67,2.03,96.33,711.33
35.67,57,0.83,21.67,12.2,14.1,3.83,0.35,42.51,0.2,0.5,26.97,56.33,1.93,99.67,710.33
40,61,0.63,12.63,7.2,14.43,2.07,0.17,49.78,0.27,0.57,22.97,55,1.67,110.67,710
37.25,59.75,0.75,13.35,7.72,12.85,0.9,0.1,50,0.2,0.5,22.67,53,1.73,100.25,709.5
34,57,0.45,15.15,8.45,13.5,2.1,0.14,50.25,0.25,0.5,24.45,52,1.45,105.5,709
32.5,58,0.55,19.2,10.65,13.8,1.8,0.24,48.85,0.2,0.5,25.95,56.5,1.5,93.5,710
37.5,65,0.55,23.75,13.1,13.1,2.6,0.36,50.39,0.2,0.5,27.1,60.5,1.25,99,710.5
43,72,0.55,27.35,15,13.2,2.7,0.47,50.85,0.2,0.5,26.95,65.5,1.4,93,711
55.5,83,0.8,28.2,15.7,14.7,3.85,0.6,48.88,0.2,0.35,26.95,72.5,1.35,75,712
59.67,84.67,1.2,29.3,16.53,15.1,4,0.68,49.95,0.2,0.4,26.73,75.67,1.37,76,712
63,77.67,0.6,17.83,9.97,17.03,2.95,0.58,48.37,0.2,0.4,26.53,77.33,1.1,82,712
52.67,71.33,0.53,15.17,8.5,16.03,2.07,0.49,50.34,0.2,0.43,24.5,78,1.1,81.33,711
49,67.33,0.57,13.13,7.4,15.2,3,0.46,39.91,0.2,0.43,24.33,79.67,1.13,84.33,711
51,66,1.2,12.55,7.7,15.85,3.15,0.45,24.76,0.2,0.45,25.2,81.5,1.05,87.5,710
51.25,67.5,0.6,18.38,10.25,14.78,3,0.11,24.76,0.2,0.4,27.53,83.5,1.15,76.5,710
49,66,0.83,21.6,12.17,14.57,3.03,0.14,25.01,0.17,0.33,27.27,84.67,0.9,65.67,710
56,73,0.77,23.73,13.23,14.8,2.35,0.16,26.19,0.17,0.3,27.1,86,1.2,67,710
58.5,76.5,1,23.2,13.2,16.6,1,0.16,26,0.2,0.3,27.15,86,1.25,67.5,710
64.5,85.5,0.95,18,10.3,18.5,2,0.21,23.2,0.2,0.35,27.65,86,1.2,71,710.5
66,89,0.6,17.97,10.03,17.03,1.7,0.18,24.84,0.17,0.4,25.1,86,1.4,74.33,711.33
63,100.67,0.43,18.4,10.13,16.47,2.7,0.2,27.91,0.2,0.43,24.37,85,1.1,81,712
63.67,96.33,0.6,18.1,10.1,15.83,3.57,0.21,34.14,0.2,0.5,24.9,79.67,1.43,101.67,712
55.33,81,0.87,21.67,12.2,14.3,2.5,0.22,33.95,0.2,0.5,26.8,71.33,1.7,98,712
52,73,0.8,23.25,13.05,13.55,1.55,0.2,34.71,0.25,0.55,27,65,1.65,106,712
50.5,75,0.75,22.85,12.75,13.85,3.5,0.18,36.01,0.3,0.6,26.95,54.5,1.75,119.5,710
48.67,79,0.9,25.27,14.23,14,3.77,0.26,34.54,0.3,0.6,27,50,1.87,120.67,709
41.5,69.5,0.75,15.5,8.9,14.65,1.85,0.11,35.88,0.25,0.55,24.75,50.5,1.8,104.5,708
38,63.5,0.55,15.4,8.6,13.2,0.8,0.05,34.61,0.3,0.65,24.3,49,1.75,132.5,708
39,67,0.15,18.5,9.95,12.9,1.2,0.08,35.64,0.25,0.55,24.2,49.5,1.5,109,708
37.5,71,0.6,17.45,9.75,12.7,1.95,0.07,36.53,0.25,0.55,24.65,54,1.5,104,709
36.67,66.33,0.8,24.13,13.43,11.97,1.43,0.23,36.8,0.2,0.5,26.9,60.33,1.3,97.67,709.67
51.33,84.33,0.63,28.33,15.63,12.87,1.13,0.47,36.34,0.27,0.57,26.9,65.33,1.77,107.33,710
55.67,98.67,0.77,28.5,15.77,13.03,3,0.47,36.92,0.23,0.53,26.8,66,1.63,105.67,711
43,82,1.3,26.8,15.3,13.3,2.6,0.42,36.32,0.2,0.4,26.8,70,1.6,73,711
52,77,0.85,24.8,13.9,16.4,2.4,0.54,35.27,0.2,0.4,27.85,78,1.5,82,711.5
47,64.67,0.8,16.13,9.23,15.4,2.27,0.33,35.07,0.2,0.4,25.3,82,1.37,77.67,711.33
50.25,68.25,0.68,15.45,8.82,14.93,1.9,0.46,34.85,0.2,0.38,25.25,83.75,1.1,75.75,711
53,68.75,0.9,15.28,8.88,15.45,2.15,0.46,27.84,0.17,0.35,25.47,85.25,0.8,70.25,710.5
50,68,0.9,16.9,9.7,15.6,None,0.5,25.48,0.2,0.3,27.9,86,0.8,67,710
46,67,0.55,19.05,10.55,14.2,0.6,0.45,25.4,0.25,0.55,27.25,87,1.25,107.5,710
55.5,76,0.6,19.1,10.6,15.1,2.6,0.36,26.69,0.25,0.55,27.15,88,1.3,110,710
56,78,None,None,None,None,2,0.34,25.11,0.3,0.6,27.2,87,1,112,710
48.67,64.33,0.6,11.67,6.7,17.97,2,0.23,24.55,0.27,0.57,26.7,85.33,1.23,108.33,711
43,56.5,1.12,11.53,7.05,15.18,3.6,0.17,24.38,0.28,0.57,25.68,82.5,1.12,117.25,712
45,61.5,0.5,16.9,9.45,13.8,3.7,0.21,24.95,0.2,0.45,24.25,78,1.2,87,713
50,68,0.8,17.7,10.07,13.67,2.07,0.22,25.25,0.2,0.43,23.93,70.67,1.23,82.33,713
45.67,67,0.73,25.63,14.23,13.07,0.7,0.33,24.21,0.23,0.57,26.87,62,1.23,115.33,713
40,69.67,0.87,29.73,16.53,12.93,1.23,0.34,24.62,0.23,0.5,26.9,52.33,1.67,93,712
38.67,67,0.73,26.8,14.87,12.8,3.37,0.3,25.06,0.23,0.5,26.9,43.67,1.73,95.33,711
40,67,0.65,33.25,18.2,12.5,2.5,0.35,22.27,0.25,0.55,26.9,39,1.65,108,710
37,61,0.83,21.8,12.3,14.2,1.9,0.27,25.08,0.3,0.63,26.7,37.67,1.8,120.67,709
33,62,0.7,19,10.67,13.63,1.47,0.18,24.52,0.23,0.47,26.2,31.67,1.77,96.33,709
42.5,55.5,0.53,24.93,13.67,12.98,2.17,0.22,25.38,0.22,0.45,26.6,34,1.82,87,709
39,69,0.4,32.4,17.5,13.2,1.8,0.39,24.72,0.2,0.3,26.8,39,1.3,66,710
42,78.5,0.8,45.85,25,12,2.95,0.29,25.16,0.2,0.4,27.15,51,1.9,77.5,710.5
45,88,1.15,34.9,19.5,12.3,2.7,0.15,26.66,0.2,0.4,26.95,57,2,80,711.5
40,63,1,32.15,17.9,13.1,1.6,0.17,25.17,0.2,0.4,26.7,64.5,2.15,78,712.5
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
51,71,0.9,18.25,10.45,16.65,2.75,0.13,24.93,0.2,0.4,27.65,73.5,1.8,81,713
47,66.33,0.4,14.73,8.13,14.2,3.1,None,25.09,0.2,0.43,25.57,74.67,1.53,86.33,713
43.33,58,0.83,15.2,8.77,13.97,3.83,0.22,24.62,0.2,0.43,26.03,76.67,1.53,82.67,712.33
40,48,0.8,14.55,8.35,14.55,3.7,0.21,24.69,0.2,0.4,26.4,78.5,1.3,77,712
35.25,50.5,0.85,19.53,11.03,13.27,3.63,0.27,28.05,0.2,0.4,27.15,82,1.07,81.25,711.5
39,46,0.55,21.85,12.1,12.65,1.55,0.31,None,0.2,0.35,27.05,83.5,1.55,76.5,711
43,52.33,0.7,23.75,13.15,13.1,1.55,0.38,28.89,0.3,0.6,26.83,84,1.1,122.67,711.33
43.5,60.5,None,38.4,20.35,13.8,1.67,0.45,29.72,0.25,0.47,26.93,85.75,0.8,97,712
43.25,74.5,0.62,24.57,13.57,17.85,1.7,0.54,29.25,0.2,0.38,28.35,86.25,1.23,76.5,712.5
40.5,67.5,0.45,19.78,10.9,15.95,2.57,0.48,28.61,0.2,0.35,26.65,86,1.35,72.5,713.5
37,61,1.5,24.1,14,15.5,2.2,0.48,28.62,0.2,0.4,26.1,73,1.8,80,714
38.5,63.5,0.78,25,13.93,15.4,2,0.51,28.6,0.2,0.4,26.1,65,2.45,77.75,714.75
43,71,0.9,25.1,14.05,13.5,1.3,0.47,42.7,0.2,0.45,27.3,56,2.15,88.5,714
32,54,1,28.1,15.8,12.33,0.23,0.43,46.8,0.2,0.47,26.83,48.33,2.07,92,714
30.67,56.67,0.77,33.03,18.2,12.33,2.53,0.46,45.12,0.23,0.53,26.77,39,2.03,101.33,712.33
30,54.5,0.8,31.85,17.6,12.35,2.75,0.51,45.64,0.25,0.55,26.8,37,1.95,104,711.5
29.33,55,0.8,24.77,13.8,13.77,3.8,0.51,44.45,0.2,0.47,27.27,36,1.93,89.33,710.33
32,55,0.7,19.25,10.85,14.4,3.95,0.5,44.34,0.2,0.45,28.4,38,2,88.5,710
30,122,0.47,23.73,12.97,15.07,2.8,0.59,45.92,0.2,0.43,29.23,39,1.63,82.33,709.33
35.25,64.5,1.3,24.35,14,17.38,2.08,0.38,47.99,0.2,0.38,30.93,44,1.73,78.25,710
37,88.5,1,42.25,23.3,14.75,3.85,0.53,53.09,0.2,0.4,29,53,1.45,81.5,711
44,105,0.8,44.4,24.3,12.9,3.8,0.49,53.45,0.2,0.5,27.6,56,1.4,88,711
39,89,1,33.2,18.45,12.85,3.9,0.57,49.9,0.2,0.4,26.85,65.5,2.05,80.5,712.5
34,77,0.8,38.37,21.1,13.27,3.87,0.63,52.55,0.2,0.4,26.67,68.33,1.73,79.33,713
38,69,0.65,33.05,18.1,13.35,3,0.56,47.16,0.2,0.4,26.35,70.5,1.45,79,713
40.67,68.33,0.8,16.17,9.23,15.9,3.2,0.41,49.23,0.2,0.47,26.4,76.33,1.47,88,712.67
44,62,0.8,16.43,9.4,16.9,2.7,0.26,49.42,0.2,0.37,26.93,80.67,1.7,76.67,712
43.67,58,1,18.43,10.63,18.13,2.43,0.29,34.31,0.2,0.37,27.4,83,1.5,72,711.33
43,54,1,20.5,11.7,17.4,1.85,0.31,27.81,0.15,0.3,28.35,85,1.35,62.5,711
40.75,60,1.1,22.6,12.92,15.95,1.65,0.35,27.7,0.17,0.4,27.5,86,1.35,76.75,711
49,60,1.1,22.75,12.95,15.8,2.05,None,27.34,0.15,0.35,27.45,86,0.95,66,711
44.75,64.25,0.7,27.05,14.9,16.1,2.03,None,27.73,0.2,0.43,27.32,86,1.57,80.25,711.25
50,72,1.45,26.2,15.15,17.1,2.2,None,26.56,0.2,0.3,27.5,86,0.9,67,712
49.33,76.67,1.27,23.2,13.37,17.87,1.93,None,26.11,0.2,0.37,27.6,85.67,1.03,79.67,713
45.25,76.5,0.93,23.2,13.1,18.38,1.17,None,30.81,0.2,0.47,27.93,74.5,1.5,91.25,713.75
37,72,0.7,21.6,12,19.3,0.8,0.57,45.14,0.2,0.4,28.4,64,1.9,82,714
39,69,0.73,28.97,16.03,18.17,1.9,0.52,44.11,0.2,0.5,29.9,53.67,1.6,100,714
39.67,81,0.3,42.53,22.7,15.6,2.93,0.6,45.03,0.23,0.53,28.3,51.33,1.47,107,713.33
42,82,1,38.7,21.43,21.87,1.43,0.75,41.71,0.3,0.67,31.93,46,1.37,132.67,712
44,68,1.57,41.07,23.1,15.87,1.07,0.52,47.44,0.33,0.73,30.53,44.67,1.27,151,711.67
35,80,0.9,30.8,17.1,15,2.95,0.33,55.41,0.2,0.5,29.1,42,1.6,95,710
34.25,75.75,0.8,24.18,13.53,17.7,2.65,0.43,53.89,0.3,0.62,30.3,41,1.4,126.5,710
38,68.75,0.9,23.7,13.3,23.4,2.03,0.65,50.01,0.27,0.62,36.08,39.25,1.27,125,710
44.67,73.33,None,None,None,None,0.7,0.66,50.13,0.2,0.33,39.6,43,1.17,69.33,710
44,93,2.2,40.8,23.4,28.2,None,None,41.32,0.2,0.4,36.2,51,1,75,711
44,93,4.2,64.2,30.4,21.6,3.3,0.81,40.88,0.2,0.4,30.45,54,0.85,81,711.5
43,129,0.4,54.7,29.2,15.5,2.1,0.76,35.19,0.2,0.4,26.9,60,1.3,79,712
44.25,90,1,48.55,26.65,13.6,1.95,0.68,33.88,0.18,0.3,26.83,66.5,1.08,69,713
45.25,90.75,1.02,51.2,28.08,14.1,2.2,0.69,35.78,0.15,0.4,26.92,70.25,0.9,81.25,713
49.33,85.33,1.4,54.97,29.97,14.7,2.3,0.76,36.25,0.2,0.37,27.07,74.33,0.87,78,713
54.67,84.67,0.27,40.43,21.73,14.73,1,0.63,37.46,0.2,0.33,27.13,76,1.1,71,712
52,76,0.65,31.25,17.15,15.3,1.05,0.55,34.22,0.15,0.35,27.2,79.5,1.4,70,712
56.5,76.5,0.35,28.75,15.6,15.65,0.95,0.46,36.67,0.2,0.4,27.25,83,1.15,80.5,711.5
61,79,0.55,26.85,14.75,16.3,2.3,0.44,34.67,0.2,0.3,27.5,84.5,1.1,69.5,711
71,94,0.9,30.3,16.9,16.8,None,None,36.48,0.2,0.5,27.4,85,0.7,90,711
82.33,126.67,1,79.15,40.65,18.4,2.6,0.81,34.4,0.23,0.57,27.47,86.67,0.4,116,712
79,138,2.6,113.2,62.4,15.9,4.9,1.42,34.26,0.4,0.9,27.7,87,0.3,181,713
91,156,0.3,111.37,58.67,17.67,3.43,1.4,35.76,0.13,0.3,27.43,87.67,0.4,57.67,713.33
85.33,138.67,0.3,58.63,30.8,18.33,0.87,0.8,35.32,0.2,0.5,27,74.33,1.1,89,714
68,104,1.2,31.5,17.7,15.9,None,0.53,35.28,0.2,0.5,26.4,61,1.2,98,715
58,95,0.8,42.45,23.25,14.85,1.2,0.76,42.24,0.4,0.8,26.6,56.5,1,152.5,714.5
60,106,0.7,45.1,24.55,13.7,1.35,0.76,46.76,0.3,0.6,26.2,51.5,1.1,129,713.5
52,94,0.53,42.17,22.83,13.1,2.4,0.71,45.11,0.27,0.57,26.27,51,1.53,115.67,712.67
39,97,0.57,30.4,16.63,12.07,2.3,0.48,44.34,0.3,0.67,26.3,48.67,1.67,135,711.33
29,69,1,30.3,16.9,12.1,None,0.56,43.37,0.2,0.5,26.2,46,1.3,101,711
35,62,1.2,34.03,19.07,12.17,2.1,0.58,44.96,0.23,0.5,26.27,47,1.57,102.33,710
34.33,64.67,1.3,38.7,21.63,11.8,3.55,0.63,42.68,0.2,0.47,26.33,47.33,1.53,88.67,710.33
38.5,65,1.15,28.72,16.2,12.45,3.43,0.56,44.71,0.2,0.47,26.45,50.25,1.38,88.25,711
37,74,0.7,26.4,14.6,19.5,3.5,0.81,39.42,0.2,0.4,29.9,57,1.2,76,711
48,124.33,0.6,25.9,14.27,17.77,2.37,0.63,36.09,0.2,0.5,29.03,59,1.5,94.33,712.33
45.33,122.67,0.83,25.93,14.5,14.9,1.9,0.52,37.41,0.2,0.43,24.47,63,1.67,86.67,713
51.5,102.5,0.9,36.35,20.05,14.55,1.7,0.67,34.09,0.2,0.35,27.8,66,1.55,73,713.5
53.67,96,0.8,43.47,23.73,14.67,2.05,0.71,35.2,0.17,0.33,27.83,69.67,1.27,68.67,713.33
51.75,95.75,0.9,37.35,20.6,14.88,2.77,0.6,30.69,0.2,0.42,27.92,72.75,1.18,79.5,713
57,93.25,1.18,28.2,15.95,13.43,1.1,0.51,27.31,0.17,0.4,20.07,75.25,0.95,75.5,712.25
74.5,101,1.2,34.6,19.35,11.3,3.1,0.38,26.82,0.1,0.3,18.95,79,0.85,56.5,712
74.33,96.67,0.97,32.2,17.87,11.3,3,0.29,24.91,0.2,0.37,18.07,80.33,0.8,74.33,712
